region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
Mercer County,West Virginia,37.5908172,37.2414485,-80.8662857,-81.33833,37.33487959117007,-81.15211570597162,1028.5,8540.0,68.6309018084719,75.51507648775312,30196.0,113463.0,61101.0,89188.0,397916.0,31.0,691864.0,7.75,172966.0,8055016.275048831,3.573335337443237E7,1.740046555465698E7,2.6375634962609865E7,1.210455169739746E8,9231.442846679687,2.086099871407227E8,"[[0,2229],[5,3047],[10,1307],[15,661],[20,339],[25,192],[30,112],[35,78],[40,63],[45,45],[50,42],[55,33],[60,36],[65,27],[70,20],[75,17],[80,21],[85,19],[90,16],[95,11],[100,14],[105,14],[110,12],[115,11],[120,9],[125,7],[130,10],[135,8],[140,2],[145,7],[150,12],[155,6],[160,2],[165,3],[170,3],[175,2],[180,4],[185,4],[190,4],[195,1],[200,1],[205,3],[215,4],[220,2],[225,1],[235,2],[240,4],[245,3],[250,1],[255,1],[260,2],[265,2],[270,1],[275,2],[285,3],[290,1],[295,2],[300,2],[315,1],[320,1],[340,2],[345,1],[350,1],[360,1],[365,1],[375,1],[395,1],[400,1],[405,1],[420,1],[450,1],[455,1],[460,1],[500,1],[510,1],[515,1],[520,1],[525,2],[540,1],[545,1],[565,1],[570,1],[575,1],[615,1],[635,2],[665,1],[685,1],[695,1],[775,2],[830,1],[900,1],[925,1],[970,1],[990,1],[995,1],[1035,1],[1170,1],[1500,1],[1705,1],[1765,1],[1815,1],[1870,1],[1890,1],[1920,1],[1995,1],[3110,1],[5345,1]]",172698.60386504492,4.0
Merrimack County,New Hampshire,43.5845134,43.0094228,-71.2471662,-72.0820448,43.25544832245897,-71.60519567432756,974.1,15987.0,36.22527800296741,67.50411687708483,19968.0,287331.0,152367.0,186141.0,797481.0,30.0,1443288.0,7.5,360822.0,4989738.948675535,8.46812443053528E7,4.105218021589357E7,5.010663949297483E7,2.2720684306775212E8,8314.653515625,4.080366460306489E8,"[[0,4404],[5,6003],[10,2503],[15,908],[20,450],[25,227],[30,158],[35,122],[40,91],[45,78],[50,67],[55,56],[60,56],[65,44],[70,58],[75,41],[80,40],[85,42],[90,43],[95,29],[100,31],[105,23],[110,18],[115,24],[120,16],[125,21],[130,11],[135,14],[140,13],[145,19],[150,10],[155,11],[160,11],[165,5],[170,12],[175,15],[180,10],[185,4],[190,13],[195,3],[200,11],[205,8],[210,7],[215,4],[220,2],[225,10],[230,3],[235,4],[240,3],[245,6],[250,6],[255,5],[260,6],[265,3],[270,3],[275,4],[280,5],[285,3],[290,3],[295,4],[300,2],[305,3],[310,8],[315,4],[320,3],[325,3],[330,5],[335,1],[340,1],[345,2],[350,9],[355,2],[360,2],[370,4],[375,3],[380,1],[385,5],[390,4],[395,2],[400,2],[405,1],[415,1],[420,2],[425,1],[430,3],[435,1],[440,2],[445,1],[450,3],[465,2],[470,1],[475,1],[480,2],[485,2],[490,1],[495,1],[505,2],[510,3],[515,3],[520,1],[525,2],[535,1],[540,1],[550,1],[555,1],[570,1],[575,1],[580,2],[600,2],[620,1],[625,1],[630,1],[640,2],[645,1],[665,1],[670,2],[690,1],[695,1],[705,1],[715,1],[735,1],[750,1],[755,2],[780,1],[810,1],[830,1],[835,1],[840,1],[850,1],[870,1],[875,2],[880,2],[895,2],[900,1],[905,1],[925,1],[930,1],[935,1],[940,1],[945,1],[950,1],[955,1],[1000,1],[1010,1],[1035,1],[1050,1],[1090,1],[1120,1],[1145,1],[1165,1],[1175,2],[1205,1],[1245,2],[1250,1],[1280,1],[1295,1],[1405,1],[1415,1],[1420,1],[1425,1],[1535,1],[1685,1],[1715,1],[1735,1],[1815,1],[1845,1],[1975,1],[2050,1],[2070,1],[2425,1],[2730,1],[4060,1]]",176675.91062156393,21.0
Mesa County,Colorado,39.3436656,38.5081939,-107.5135579,-108.9865553,39.09198521649973,-108.54949361729454,1266.5,45279.0,88.45623823608497,86.02450840695354,60292.0,819395.0,497025.0,680946.0,971206.0,44.0,3028864.0,11.0,757216.0,1.9061128330831915E7,3.213155815713196E8,1.7304617219470826E8,2.3541556887236324E8,3.517624994886291E8,16486.28643798828,1.1006009504578521E9,"[[0,6496],[5,12777],[10,11439],[15,6880],[20,3299],[25,1484],[30,713],[35,414],[40,251],[45,177],[50,148],[55,136],[60,90],[65,83],[70,80],[75,60],[80,42],[85,39],[90,39],[95,37],[100,34],[105,26],[110,22],[115,25],[120,20],[125,27],[130,19],[135,16],[140,23],[145,10],[150,26],[155,11],[160,11],[165,13],[170,13],[175,11],[180,9],[185,9],[190,15],[195,5],[200,3],[205,11],[210,7],[215,8],[220,3],[225,4],[230,8],[235,5],[240,4],[245,5],[250,5],[255,12],[260,4],[265,5],[270,5],[275,7],[280,5],[285,4],[290,3],[295,2],[300,5],[305,5],[310,5],[320,1],[325,5],[330,2],[335,3],[340,4],[345,1],[350,3],[355,4],[360,1],[365,2],[370,2],[375,6],[380,1],[385,4],[395,3],[405,1],[410,2],[430,1],[435,3],[440,1],[445,1],[450,1],[455,1],[485,2],[490,1],[505,1],[510,2],[515,1],[520,1],[525,1],[530,1],[535,1],[540,2],[550,1],[555,1],[560,1],[570,1],[585,1],[590,4],[600,3],[610,3],[635,1],[655,2],[660,2],[685,1],[690,1],[695,1],[700,1],[740,1],[750,2],[760,1],[765,1],[790,1],[810,1],[835,1],[850,2],[855,1],[880,1],[895,1],[940,1],[950,1],[960,1],[980,1],[1005,1],[1010,1],[1095,1],[1115,2],[1145,1],[1180,1],[1220,1],[1260,2],[1325,1],[1350,1],[1440,1],[1445,1],[1935,1],[1945,1],[2410,1],[2485,1]]",670138.0344917714,1464.0
Mexicali,Baja California,32.7180156,30.9310927,-114.7261422,-115.6688878,32.61322188331849,-115.43760037649193,951.15,1.0,3.191961364499644E-4,100.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,3483.8051025390623,3483.8051025390623,3483.8051025390623,"[[0,1]]",0.0,0.0
Miami County,Indiana,40.9988235,40.5630029,-85.8639167,-86.1684799,40.73162530966611,-86.06247296925864,956.25,76.0,0.4624688722874422,83.51648351648352,582.0,1157.0,605.0,626.0,558.0,36.0,3528.0,9.0,882.0,146902.1477294922,339226.745184326,159957.95276489257,170972.47294311522,152798.43140258788,9956.884228515624,969857.750024414,"[[0,12],[5,31],[10,17],[15,6],[20,3],[25,4],[30,1],[35,1],[45,1]]",802.9005785994492,0.0
Miami County,Ohio,40.1993156,39.8800183,-84.0292786,-84.4349494,40.044354604753664,-84.23942041894841,975.8,24936.0,57.72448923297596,79.43931188276521,133915.0,418072.0,245959.0,348085.0,577352.0,39.0,1723383.0,9.75,430845.75,3.369245738934936E7,1.2642349825048825E8,6.606060001321714E7,9.682189508586429E7,1.695076182909545E8,10908.671313476561,4.925060690298739E8,"[[0,5496],[5,7208],[10,4973],[15,3073],[20,1749],[25,828],[30,449],[35,257],[40,158],[45,119],[50,59],[55,60],[60,65],[65,38],[70,36],[75,35],[80,22],[85,23],[90,16],[95,13],[100,8],[105,13],[110,18],[115,7],[120,7],[125,5],[130,11],[135,4],[140,7],[145,5],[150,4],[155,5],[160,5],[165,5],[170,1],[175,2],[180,5],[185,2],[190,4],[195,1],[200,5],[205,2],[210,7],[215,5],[220,1],[225,1],[230,1],[235,1],[240,1],[245,3],[250,1],[255,3],[260,1],[265,1],[270,2],[280,2],[285,3],[290,1],[295,1],[300,2],[310,1],[315,1],[320,1],[335,2],[340,1],[350,2],[355,1],[365,1],[370,1],[375,1],[380,2],[385,2],[395,1],[405,1],[410,4],[420,1],[425,1],[440,1],[445,2],[450,1],[455,1],[465,1],[490,1],[495,1],[500,1],[505,1],[515,1],[525,1],[540,1],[545,1],[550,1],[560,1],[570,1],[610,1],[615,1],[625,1],[630,1],[645,1],[685,1],[690,1],[715,1],[725,2],[740,1],[760,2],[770,1],[795,1],[820,1],[875,2],[960,1],[975,2],[1000,1],[1040,1],[1055,1],[1065,1],[1105,1],[1135,1],[1140,1],[1165,1],[1215,1],[1410,1],[1415,1],[1430,1],[1445,1],[1530,1],[1550,1],[1585,1],[1685,1],[1715,1],[1735,1],[1740,1],[1775,1],[1780,1],[1790,1],[1800,1],[1820,1],[2285,1],[2405,1],[2485,1],[2505,1],[2540,1],[2655,1],[2990,1],[3490,1],[6690,1]]",407723.0993698526,5.0
Miami-Dade County,Florida,25.9749389,25.2146209,-80.096667,-80.8704468,25.75481019008111,-80.31811852180948,1162.8,369920.0,67.20083596911402,96.51329040606966,4520901.0,5349037.0,3875866.0,4689562.0,2.2265213E7,61.0,4.0700579E7,15.25,1.017514475E7,1.4250894411351354E9,1.9306399359257438E9,1.3023051548430665E9,1.5866103328099673E9,7.770578885692493E9,20774.306298828124,1.4015223750406414E10,"[[0,22581],[5,69675],[10,87088],[15,68305],[20,42277],[25,23802],[30,13774],[35,8667],[40,5802],[45,3796],[50,2636],[55,2046],[60,1523],[65,1312],[70,1126],[75,971],[80,820],[85,763],[90,671],[95,633],[100,542],[105,494],[110,479],[115,421],[120,376],[125,386],[130,368],[135,320],[140,319],[145,294],[150,256],[155,272],[160,259],[165,230],[170,207],[175,206],[180,181],[185,170],[190,184],[195,172],[200,157],[205,122],[210,135],[215,130],[220,132],[225,125],[230,129],[235,113],[240,86],[245,120],[250,98],[255,93],[260,82],[265,93],[270,85],[275,86],[280,83],[285,84],[290,74],[295,68],[300,74],[305,90],[310,78],[315,62],[320,62],[325,78],[330,54],[335,52],[340,46],[345,35],[350,54],[355,35],[360,46],[365,39],[370,54],[375,45],[380,51],[385,43],[390,32],[395,42],[400,37],[405,29],[410,55],[415,34],[420,34],[425,35],[430,29],[435,31],[440,35],[445,23],[450,24],[455,29],[460,37],[465,36],[470,22],[475,36],[480,34],[485,26],[490,26],[495,26],[500,25],[505,28],[510,23],[515,26],[520,19],[525,25],[530,28],[535,25],[540,23],[545,23],[550,16],[555,14],[560,17],[565,19],[570,17],[575,12],[580,11],[585,24],[590,17],[595,20],[600,16],[605,18],[610,19],[615,13],[620,6],[625,15],[630,20],[635,12],[640,19],[645,11],[650,17],[655,18],[660,8],[665,10],[670,14],[675,12],[680,20],[685,9],[690,16],[695,11],[700,11],[705,18],[710,5],[715,10],[720,10],[725,6],[730,12],[735,11],[740,10],[745,14],[750,10],[755,14],[760,8],[765,11],[770,10],[775,4],[780,4],[785,13],[790,9],[795,10],[800,10],[805,9],[810,5],[815,6],[820,7],[825,10],[830,2],[835,7],[840,5],[845,11],[850,7],[855,6],[860,14],[865,7],[870,7],[875,9],[880,4],[885,10],[890,4],[895,5],[900,6],[905,4],[910,6],[915,7],[920,3],[925,6],[930,3],[935,9],[940,4],[945,8],[950,6],[955,4],[960,7],[965,5],[970,7],[975,9],[980,7],[985,6],[990,1],[995,6],[1000,5],[1005,6],[1010,5],[1015,5],[1020,7],[1025,6],[1030,7],[1035,5],[1040,1],[1045,5],[1050,2],[1055,5],[1060,5],[1065,6],[1070,2],[1075,2],[1080,2],[1085,6],[1090,5],[1095,3],[1100,3],[1105,3],[1110,1],[1115,1],[1120,1],[1125,1],[1130,5],[1135,6],[1140,1],[1145,1],[1150,2],[1155,4],[1160,5],[1165,6],[1170,2],[1175,8],[1180,5],[1185,1],[1190,6],[1195,4],[1200,3],[1205,2],[1210,2],[1215,6],[1220,1],[1225,6],[1230,2],[1235,2],[1240,5],[1245,10],[1250,8],[1255,4],[1260,1],[1265,4],[1270,3],[1275,3],[1280,2],[1285,2],[1290,8],[1295,1],[1300,3],[1305,2],[1310,4],[1315,2],[1320,3],[1325,3],[1330,4],[1335,5],[1340,3],[1350,2],[1355,3],[1360,4],[1370,1],[1375,3],[1380,2],[1385,4],[1390,4],[1395,3],[1400,2],[1405,2],[1410,3],[1415,3],[1420,3],[1425,1],[1430,3],[1435,1],[1440,1],[1445,2],[1450,5],[1455,1],[1460,2],[1465,1],[1470,1],[1475,2],[1480,1],[1490,4],[1500,4],[1510,2],[1520,3],[1525,1],[1530,1],[1535,1],[1540,2],[1545,2],[1550,1],[1555,3],[1560,3],[1565,1],[1575,4],[1580,1],[1585,1],[1590,3],[1595,3],[1600,1],[1605,2],[1610,1],[1620,2],[1625,4],[1630,2],[1640,1],[1645,2],[1650,2],[1660,4],[1665,2],[1670,2],[1675,2],[1690,2],[1700,2],[1705,2],[1710,2],[1715,2],[1720,1],[1725,3],[1730,1],[1735,1],[1740,1],[1745,1],[1755,1],[1760,1],[1780,3],[1785,1],[1795,2],[1800,3],[1805,2],[1810,1],[1815,1],[1825,2],[1830,2],[1835,1],[1840,1],[1845,1],[1850,2],[1855,1],[1860,2],[1870,2],[1880,1],[1890,1],[1915,1],[1920,1],[1925,3],[1930,2],[1935,3],[1940,1],[1945,1],[1985,1],[1990,1],[1995,2],[2000,1],[2010,1],[2025,4],[2035,4],[2050,1],[2065,3],[2075,2],[2090,1],[2095,2],[2100,1],[2105,2],[2110,1],[2120,1],[2150,1],[2160,1],[2165,1],[2170,1],[2175,1],[2180,1],[2195,1],[2200,1],[2210,1],[2235,1],[2240,1],[2245,2],[2270,1],[2295,1],[2310,1],[2320,1],[2335,2],[2340,1],[2350,1],[2375,1],[2395,2],[2415,2],[2425,1],[2445,1],[2450,2],[2460,2],[2470,1],[2475,2],[2480,1],[2500,1],[2535,1],[2540,1],[2570,1],[2575,1],[2590,2],[2605,2],[2620,2],[2640,1],[2645,1],[2650,1],[2655,1],[2660,1],[2685,2],[2710,1],[2730,1],[2765,1],[2770,1],[2880,1],[2935,1],[2980,1],[3045,1],[3060,2],[3145,1],[3195,1],[3215,1],[3260,1],[3285,1],[3415,1],[3420,1],[3660,1],[3675,1],[3710,1],[3865,1],[3955,1],[3990,1],[4490,1],[4615,1],[4670,1]]",7490781.839637804,1831.0
Middlesex County,New Jersey,40.60821,40.2517148,-74.2077523,-74.6296629,40.47863107883655,-74.3886410269011,992.8,178638.0,96.86433318317552,85.64606835844796,526192.0,2971327.0,2097346.0,2116764.0,9121695.0,35.0,1.6833324E7,8.75,4208331.0,1.336551630322143E8,9.077872331609315E8,5.839167659741489E8,5.842335845105468E8,2.6959963947336907E9,9892.385083007812,4.90558914141153E9,"[[0,39058],[5,64976],[10,37202],[15,16055],[20,6454],[25,2624],[30,1461],[35,1206],[40,859],[45,732],[50,681],[55,579],[60,465],[65,456],[70,405],[75,361],[80,301],[85,243],[90,222],[95,201],[100,160],[105,146],[110,149],[115,146],[120,116],[125,95],[130,95],[135,93],[140,100],[145,59],[150,67],[155,73],[160,56],[165,56],[170,58],[175,55],[180,38],[185,45],[190,34],[195,41],[200,49],[205,49],[210,40],[215,44],[220,31],[225,29],[230,34],[235,36],[240,34],[245,33],[250,33],[255,39],[260,27],[265,25],[270,16],[275,25],[280,29],[285,20],[290,26],[295,23],[300,24],[305,20],[310,16],[315,23],[320,16],[325,10],[330,23],[335,14],[340,16],[345,16],[350,22],[355,23],[360,19],[365,12],[370,15],[375,15],[380,12],[385,13],[390,16],[395,17],[400,7],[405,20],[410,6],[415,17],[420,17],[425,11],[430,16],[435,9],[440,18],[445,12],[450,7],[455,13],[460,13],[465,16],[470,9],[475,11],[480,11],[485,11],[490,14],[495,15],[500,10],[505,9],[510,10],[515,9],[520,10],[525,7],[530,15],[535,4],[540,14],[545,7],[550,13],[555,5],[560,10],[565,6],[570,11],[575,10],[580,9],[585,6],[590,7],[595,5],[600,5],[605,6],[610,8],[615,5],[620,3],[625,9],[630,6],[635,6],[640,6],[645,5],[650,11],[655,11],[660,6],[665,9],[670,6],[675,6],[680,2],[685,6],[690,8],[695,8],[700,8],[705,6],[710,5],[715,5],[720,4],[725,1],[730,6],[735,6],[740,4],[745,3],[750,4],[755,3],[760,4],[765,9],[770,8],[775,1],[780,2],[785,5],[790,6],[795,3],[800,5],[805,3],[810,2],[815,3],[820,7],[825,5],[830,7],[835,3],[840,3],[845,3],[850,4],[855,3],[860,3],[865,7],[870,3],[875,5],[880,6],[885,4],[890,1],[895,2],[900,2],[905,2],[910,4],[915,3],[920,4],[925,6],[930,4],[935,4],[940,3],[945,7],[950,1],[955,2],[960,5],[965,4],[970,1],[975,3],[980,3],[985,3],[990,4],[995,7],[1000,2],[1005,5],[1010,7],[1015,3],[1020,2],[1025,1],[1030,3],[1035,4],[1045,3],[1050,1],[1055,4],[1060,2],[1065,6],[1070,4],[1075,6],[1080,3],[1085,2],[1090,1],[1095,2],[1100,2],[1105,1],[1110,2],[1115,4],[1120,1],[1125,1],[1130,5],[1135,2],[1140,3],[1150,2],[1155,3],[1160,1],[1165,1],[1170,1],[1175,3],[1180,4],[1185,3],[1195,1],[1200,3],[1205,1],[1210,2],[1215,4],[1220,4],[1225,5],[1230,4],[1240,1],[1245,4],[1250,1],[1255,2],[1260,2],[1265,4],[1270,8],[1275,4],[1280,3],[1285,3],[1290,1],[1295,7],[1300,4],[1305,1],[1310,1],[1315,2],[1325,3],[1330,6],[1335,3],[1340,2],[1345,5],[1350,2],[1355,6],[1365,2],[1370,1],[1375,1],[1380,4],[1385,3],[1390,2],[1395,3],[1400,2],[1410,2],[1415,4],[1420,4],[1425,1],[1430,1],[1435,2],[1440,2],[1445,6],[1450,2],[1455,1],[1460,2],[1465,4],[1470,2],[1475,2],[1480,3],[1490,1],[1495,1],[1500,1],[1510,3],[1515,6],[1525,3],[1530,1],[1535,2],[1540,2],[1545,3],[1550,2],[1555,3],[1560,4],[1565,3],[1570,1],[1575,1],[1580,2],[1585,2],[1590,2],[1595,3],[1605,3],[1610,1],[1615,5],[1620,1],[1625,1],[1630,1],[1635,2],[1640,1],[1645,2],[1650,2],[1655,1],[1660,1],[1675,1],[1680,1],[1685,1],[1695,2],[1700,2],[1705,1],[1720,2],[1725,1],[1735,3],[1750,4],[1755,1],[1765,3],[1775,2],[1780,2],[1795,2],[1800,1],[1805,1],[1810,2],[1815,2],[1820,2],[1830,2],[1840,2],[1845,2],[1855,2],[1870,1],[1875,1],[1890,4],[1895,3],[1900,1],[1915,1],[1925,1],[1930,2],[1935,1],[1940,1],[1945,3],[1955,2],[1960,1],[1965,3],[1970,3],[1980,1],[1985,1],[1995,2],[2000,2],[2010,2],[2015,1],[2025,1],[2030,1],[2035,2],[2040,1],[2045,2],[2055,1],[2060,1],[2065,1],[2075,1],[2095,2],[2100,3],[2110,1],[2115,2],[2120,5],[2125,2],[2135,2],[2145,2],[2150,1],[2160,1],[2165,1],[2170,1],[2175,1],[2200,2],[2215,1],[2230,1],[2255,1],[2260,1],[2265,1],[2275,2],[2285,1],[2300,1],[2305,4],[2320,3],[2330,1],[2345,1],[2355,1],[2360,1],[2365,2],[2370,2],[2380,1],[2385,2],[2400,1],[2405,2],[2415,1],[2430,1],[2445,2],[2450,1],[2455,1],[2460,2],[2465,1],[2470,4],[2490,2],[2505,1],[2510,1],[2515,1],[2525,1],[2530,1],[2535,2],[2545,2],[2550,1],[2565,1],[2570,1],[2575,1],[2580,1],[2590,1],[2595,1],[2605,1],[2610,1],[2615,1],[2630,1],[2650,1],[2655,1],[2670,1],[2675,2],[2680,2],[2700,1],[2720,2],[2725,1],[2730,2],[2740,1],[2750,1],[2755,2],[2760,2],[2770,1],[2775,1],[2780,1],[2795,1],[2805,1],[2810,3],[2830,1],[2850,1],[2870,1],[2885,1],[2915,1],[2925,1],[2930,1],[2935,1],[2950,1],[2955,1],[2960,2],[2995,1],[3015,1],[3020,1],[3025,1],[3030,2],[3035,1],[3040,1],[3045,2],[3050,1],[3065,1],[3070,2],[3075,2],[3080,1],[3085,1],[3105,1],[3120,2],[3185,1],[3200,1],[3205,1],[3210,1],[3235,1],[3240,1],[3260,1],[3310,2],[3320,1],[3335,1],[3345,1],[3355,1],[3365,1],[3370,1],[3405,1],[3460,1],[3475,1],[3505,1],[3520,1],[3530,1],[3575,1],[3585,1],[3600,1],[3655,1],[3705,1],[3760,1],[3800,1],[3820,1],[3870,1],[3885,1],[3970,1],[3980,1],[4040,1],[4045,1],[4090,1],[4175,1],[4180,1],[4185,1],[4300,1],[4305,2],[4450,1],[4465,1],[4555,1],[4720,1],[4740,1],[4780,1],[4810,1],[4840,1],[4960,1],[5045,1],[5265,1],[5380,1],[5705,1],[5745,1],[6150,1],[6205,1],[6220,1],[6235,1]]",3117308.7738964935,2658.0
Middlesex County,Massachusetts,42.7341351,42.156896,-71.0215588,-71.8936109,42.45629028846299,-71.28064878283791,970.6999999999999,232065.0,74.598692345993,72.71915393654524,171949.0,3302338.0,1926497.0,1688650.0,9150347.0,27.0,1.6239781E7,6.75,4059945.25,4.28446928915039E7,9.62911186646768E8,5.202856236318849E8,4.4815610240164185E8,2.6029325806043034E9,7494.554589843749,4.5771301861761055E9,"[[0,71718],[5,97076],[10,32079],[15,10710],[20,4043],[25,2231],[30,1630],[35,1169],[40,991],[45,783],[50,677],[55,637],[60,515],[65,447],[70,388],[75,339],[80,340],[85,337],[90,272],[95,236],[100,214],[105,208],[110,171],[115,167],[120,159],[125,152],[130,144],[135,153],[140,149],[145,132],[150,98],[155,83],[160,98],[165,86],[170,95],[175,96],[180,82],[185,85],[190,73],[195,58],[200,79],[205,56],[210,44],[215,59],[220,56],[225,54],[230,46],[235,42],[240,50],[245,44],[250,53],[255,55],[260,45],[265,36],[270,43],[275,33],[280,24],[285,42],[290,47],[295,31],[300,25],[305,34],[310,34],[315,34],[320,30],[325,36],[330,52],[335,31],[340,33],[345,22],[350,30],[355,34],[360,42],[365,31],[370,31],[375,22],[380,24],[385,24],[390,21],[395,23],[400,20],[405,20],[410,19],[415,26],[420,20],[425,20],[430,32],[435,24],[440,16],[445,16],[450,19],[455,18],[460,12],[465,18],[470,16],[475,14],[480,10],[485,13],[490,18],[495,15],[500,11],[505,15],[510,19],[515,14],[520,16],[525,13],[530,6],[535,16],[540,15],[545,12],[550,13],[555,12],[560,5],[565,17],[570,18],[575,6],[580,14],[585,13],[590,8],[595,5],[600,9],[605,12],[610,10],[615,11],[620,7],[625,7],[630,8],[635,7],[640,9],[645,8],[650,11],[655,6],[660,10],[665,13],[670,7],[675,10],[680,10],[685,7],[690,5],[695,13],[700,6],[705,5],[710,7],[715,4],[720,4],[725,7],[730,5],[735,6],[740,6],[745,7],[750,6],[755,9],[760,5],[765,3],[770,2],[775,9],[780,5],[785,8],[790,4],[795,4],[800,11],[805,5],[810,4],[815,1],[820,4],[825,3],[830,5],[835,7],[840,9],[845,5],[850,2],[855,6],[860,2],[865,7],[870,6],[875,5],[880,3],[885,4],[890,7],[895,4],[900,3],[905,4],[910,3],[915,2],[920,5],[925,2],[930,4],[935,1],[940,3],[945,4],[950,3],[955,1],[960,7],[965,3],[970,2],[975,1],[980,6],[985,5],[990,1],[995,1],[1000,3],[1005,6],[1010,4],[1015,3],[1020,4],[1025,3],[1035,4],[1040,4],[1045,2],[1055,1],[1060,3],[1070,2],[1075,3],[1080,1],[1085,1],[1090,1],[1095,2],[1100,3],[1105,5],[1110,1],[1115,3],[1120,3],[1125,3],[1130,4],[1135,2],[1140,1],[1145,1],[1155,4],[1160,3],[1165,1],[1170,5],[1175,1],[1180,6],[1185,1],[1190,2],[1195,1],[1200,3],[1205,1],[1210,5],[1215,1],[1230,5],[1235,1],[1245,1],[1255,1],[1260,2],[1265,1],[1270,1],[1275,2],[1280,2],[1285,4],[1290,4],[1295,1],[1300,2],[1305,2],[1310,5],[1320,5],[1330,1],[1335,3],[1340,2],[1350,2],[1365,1],[1370,2],[1375,2],[1380,1],[1385,2],[1390,2],[1395,1],[1405,1],[1410,1],[1415,3],[1420,2],[1430,1],[1440,2],[1450,1],[1460,3],[1470,3],[1475,3],[1480,1],[1500,2],[1505,2],[1510,3],[1515,2],[1520,1],[1525,3],[1530,1],[1535,2],[1540,1],[1545,1],[1555,3],[1560,3],[1565,3],[1570,1],[1575,2],[1580,1],[1585,1],[1590,1],[1600,2],[1620,1],[1625,1],[1630,1],[1650,1],[1660,3],[1670,3],[1680,2],[1685,2],[1700,1],[1705,3],[1730,1],[1735,2],[1740,1],[1745,1],[1755,2],[1760,1],[1765,1],[1785,1],[1790,2],[1810,2],[1815,2],[1820,1],[1825,1],[1840,3],[1855,1],[1895,1],[1910,1],[1940,1],[1955,1],[1970,1],[1975,1],[1985,1],[2005,1],[2015,2],[2025,1],[2040,1],[2045,1],[2055,1],[2065,1],[2095,1],[2105,1],[2150,1],[2155,1],[2170,1],[2190,1],[2205,1],[2225,3],[2230,1],[2265,1],[2275,1],[2300,1],[2315,1],[2320,1],[2340,1],[2395,1],[2425,1],[2440,1],[2460,1],[2505,1],[2590,1],[2600,2],[2610,1],[2615,1],[2625,1],[2715,2],[2730,1],[2795,1],[2805,1],[2820,1],[2865,1],[2940,1],[3010,2],[3025,1],[3345,1],[3470,1],[3555,1],[3645,1],[3755,1],[3835,1],[4160,1],[4420,1],[4635,1],[5340,1]]",1981852.9819387097,5330.0
Middlesex County,Connecticut,41.6417429,41.2567766,-72.3074557,-72.7509536,41.45986578216567,-72.55222171440825,979.1999999999999,20129.0,34.35137380975085,79.82313518658049,30264.0,311662.0,269114.0,243151.0,652338.0,34.0,1506529.0,8.5,376632.25,7571144.094989012,9.319005362213747E7,7.294670944547117E7,6.489344319030762E7,1.8787234935380864E8,9755.326525878905,4.264736997067143E8,"[[0,4170],[5,7531],[10,4164],[15,1842],[20,788],[25,317],[30,201],[35,141],[40,111],[45,83],[50,67],[55,43],[60,43],[65,40],[70,47],[75,38],[80,33],[85,26],[90,29],[95,26],[100,18],[105,15],[110,10],[115,9],[120,9],[125,11],[130,7],[135,9],[140,14],[145,9],[150,14],[155,10],[160,6],[165,8],[170,5],[175,6],[180,7],[185,3],[190,6],[195,5],[200,3],[205,5],[210,5],[215,2],[220,3],[225,2],[230,5],[235,1],[240,5],[245,6],[250,2],[255,5],[260,3],[265,6],[270,5],[275,2],[280,5],[285,3],[290,1],[295,2],[300,7],[305,3],[310,1],[315,3],[325,2],[330,2],[335,2],[350,5],[355,3],[360,1],[375,3],[390,2],[395,2],[405,3],[415,1],[420,1],[425,1],[430,3],[440,2],[455,3],[460,1],[465,1],[475,4],[480,1],[490,2],[495,2],[505,1],[515,1],[520,2],[530,2],[540,1],[545,1],[555,2],[560,1],[565,1],[570,1],[595,1],[605,2],[610,1],[640,1],[645,1],[655,3],[670,1],[700,1],[705,1],[710,2],[720,1],[740,1],[745,1],[765,2],[775,1],[785,1],[790,1],[800,1],[820,1],[845,1],[865,1],[880,1],[900,2],[920,1],[930,1],[940,1],[945,1],[985,1],[1015,1],[1020,1],[1025,1],[1065,1],[1100,1],[1130,1],[1210,1],[1330,1],[1375,1],[1390,1],[1440,1],[1475,1],[1530,1],[1595,1],[1625,1],[1655,1],[1675,1],[1690,1],[1775,1],[1895,1],[1905,1],[1965,1],[2000,1],[2015,1],[2250,1],[2390,1],[2530,1],[2745,1],[6320,1]]",184658.976062095,189.0
